ID,Start time,Completion time,Email,Name,Gender,Level/Year,Age,Your cumulative average (GPA),Before COVID-19: Which of the following digital tools do you usually use?,After COVID-19: Which of the following digital tools do you usually use?,Before COVID-19: How much time do you spend using the digital tools in learning?,After COVID-19: How much time do you spend using the digital tools in learning?,"Before COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","After COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","Before COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.","After COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.",Before COVID-19: I have fixed hours for bedtime and wake-up. ,After COVID-19: I have fixed hours for bedtime and wake-up. ,"Before COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.","After COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.",Before COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,After COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,"The distance learning system, caused by the COVID-19 epidemic, resulted in social distancing.","Prolonged use of digital tools (mobile, laptop, i-pad) causes students’ isolation ",University learning contributes to strengthening the social personality of students.,Staying home for long periods of time leads to lethargy and laziness.,"Prolonged use of e-learning tools often leads to boredom, nervousness, and tension.",The psychological element is a key factor in the success of the educational process.,"Some students cannot afford buying all necessary digital tools, which is embarrassing and frustrating.",I don’t recommend continuing with the online learning model because it is socially and psychologically unhealthy.,"Measures of lockdown, closures, and quarantine, brought by COVID-19 caused stress, frustration, and depression.",Use of digital learning tools is responsible for my low academic performance.,"The volume of assignments via e-learning led to confusion, frustration and poor performance. ",Face-to-face interaction contributes significantly to boosting students’ academic achievement.,Taking quizzes and exams online from home was not comfortable and made me nervous.
86,6/12/20 20:40:45,6/12/20 20:44:27,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,1-3 ,9-12,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree,Agree,"Agree	","Uncertain	",Disagree,"Agree	",Agree,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Strongly Agree,Agree,Agree
87,6/12/20 20:40:45,6/12/20 20:44:27,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,1-3 ,9-12,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree,Agree,"Agree	","Uncertain	",Disagree,"Agree	",Agree,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Strongly Agree,Agree,Agree
88,6/12/20 20:40:45,6/12/20 20:44:27,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,1-3 ,9-12,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree,Agree,"Agree	","Uncertain	",Disagree,"Agree	",Agree,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Strongly Agree,Agree,Agree
89,6/12/20 20:40:45,6/12/20 20:44:27,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,1-3 ,9-12,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree,Agree,"Agree	","Uncertain	",Disagree,"Agree	",Agree,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Strongly Agree,Agree,Agree
90,6/12/20 20:40:44,6/12/20 20:44:27,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,1-3 ,9-12,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree,Agree,"Agree	","Uncertain	",Disagree,"Agree	",Agree,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Strongly Agree,Agree,Agree
91,6/12/20 20:40:45,6/12/20 20:44:27,anonymous,,Female,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,1-3 ,9-12,Disagree,Strongly Agree,Uncertain,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree,Agree,"Agree	","Uncertain	",Disagree,"Agree	",Agree,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Strongly Agree,Agree,Agree
92,6/12/20 20:40:49,6/12/20 20:45:04,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,1-3 ,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Uncertain,Uncertain,Agree,Agree,Agree,Agree,"Agree	","Agree	","Agree	","Agree	",Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
93,6/12/20 20:41:23,6/12/20 20:45:08,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Disagree,Strongly Disagree,Uncertain,Uncertain,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,"Agree	",Agree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Agree,Agree
94,6/12/20 20:42:01,6/12/20 20:45:12,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Mobile phone,1-3 ,3-6,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Agree,"Agree	","Agree	",Strongly Agree,"Agree	",Agree,Strongly Agree,Agree,Uncertain,Agree,Strongly Agree,Disagree,Agree,Disagree
95,6/12/20 20:39:29,6/12/20 20:45:49,anonymous,,Male,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
96,6/12/20 20:41:17,6/12/20 20:46:08,anonymous,,Female,Other,18-24,80-89 / 3-3.49,Personal Computer,Personal Computer,9-12,6-9,Agree,Uncertain,Disagree,Disagree,Uncertain,Uncertain,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Disagree,"Uncertain	",Uncertain,Agree,Agree,Uncertain,Uncertain,Uncertain,Agree,Uncertain,Agree
97,6/12/20 20:43:00,6/12/20 20:46:14,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,6-9,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain
98,6/12/20 20:40:54,6/12/20 20:46:20,anonymous,,Female,Other,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,3-6,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Uncertain	",Agree,Strongly Agree,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,Agree
99,6/12/20 20:44:10,6/12/20 20:46:26,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,3-6,6-9,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
100,6/12/20 20:41:45,6/12/20 20:46:39,anonymous,,Female,Fourth/Senior,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,3-6,Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,"Agree	","Agree	","Agree	","Agree	",Agree,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Disagree,Agree,Disagree
101,6/12/20 20:43:14,6/12/20 20:46:53,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Personal Computer,Personal Computer,1-3 ,6-9,Disagree,Agree,Disagree,Disagree,Agree,Uncertain,Agree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Disagree,"Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Uncertain,Agree,Strongly Agree
102,6/12/20 20:39:08,6/12/20 20:46:54,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,I pad/ Tablet,I pad/ Tablet,1-3 ,6-9,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Agree,Strongly Agree
103,6/12/20 20:43:32,6/12/20 20:47:27,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,6-9,+12,Agree,Agree,Uncertain,Disagree,Strongly Agree,Strongly Disagree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree
104,6/12/20 20:42:15,6/12/20 20:47:58,anonymous,,Male,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,1-3 ,Agree,Agree,Uncertain,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Uncertain,Strongly Disagree
105,6/12/20 20:44:57,6/12/20 20:48:14,anonymous,,Male,First/Freshman,18-24,80-89 / 3-3.49,Mobile phone,Laptop,3-6,3-6,Agree,Agree,Uncertain,Uncertain,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree
106,6/12/20 20:47:22,6/12/20 20:48:43,anonymous,,Male,Fourth/Senior,25-30,60-69 / 2-2.49,Mobile phone,Mobile phone,1-3 ,3-6,Uncertain,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,"Uncertain	","Agree	","Agree	","Agree	",Uncertain,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
107,6/12/20 20:43:48,6/12/20 20:49:22,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Strongly Agree,Strongly Agree,Agree,Uncertain,Disagree,Disagree,Strongly Agree,Strongly Agree,Uncertain,Disagree,Strongly Agree,Disagree,Disagree,"Uncertain	",Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree
108,6/12/20 20:39:36,6/12/20 20:49:33,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Strongly Agree,Disagree,Disagree,Agree,Disagree,Uncertain,Agree,Agree,Uncertain,Strongly Agree,"Agree	","Uncertain	","Agree	",Uncertain,Agree,Strongly Agree,Uncertain,Agree,Uncertain,Uncertain,Agree,Strongly Disagree
109,6/12/20 20:46:36,6/12/20 20:52:05,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Laptop,Laptop,1-3 ,3-6,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
110,6/12/20 20:47:30,6/12/20 20:52:33,anonymous,,Female,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Agree,Uncertain,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
